"Queue","Count","Age"
trms_it_ari_email_ari_rcr_wrk_amz,6,35856
trms_it_ari_in_transit_wrk_amz,4,8470
trms_it_ari_pdarefundapproval_wrk_amz,4,31096
trms_it_ari_concessions_abuse_high_pri_capdnr_referrals_wrk_amz,3,29036
trms_it_ari_pfw_highrisk_wrk_amz,2,12763
trms_it_ari_sellerinitiatedrefund_wrk_amz,2,37883
trms_it_ari_abdrop_ship_abuse_referrals_wrk_amz,1,88135
trms_it_ari_concessions_abuse_pfoc_persona_wrk_amz,1,16839
trms_it_ari_email_internal_referrals_wrk_amz,1,45422
trms_it_ari_email_pna_appeals_wrk_amz,1,10324
trms_it_ari_psi_transfer_concession_level_wrk_amz,1,31706
trms_be_ari_email_suspect_abuse_wrk_amz,168,409628
trms_be_ari_buyerclaimsabuse_wrk_amz,165,403569
trms_be_ari_dnrconcessions_abuse_wrk_amz,84,402541
trms_be_ari_accountlinkageinvestigation_wrk_amz,79,356101
trms_be_ari_email_ofm_wrk_amz,46,92759
trms_be_ari_mfn_egregious_wrk_amz,38,1104611
trms_be_ari_concessions_abuseflrreferrals_wrk_amz,15,184774
trms_be_ari_email_arm_appeals_wrk_amz,13,107575
trms_be_pi_ari_claims_atoz_ari_abuse_abc_wrk_amz,6,62263
trms_be_ari_in_transit_wrk_amz,4,283940
trms_be_ari_mdr_cg_wrk_amz,3,2683793
trms_be_ari_afnrefundapproval_wrk_amz,2,10265
trms_be_ari_email_ari_esc_wrk_amz,1,160472
trms_be_ari_email_maa_emails_wrk_amz,1,10958
trms_be_ari_nsrconcessions_abuse_wrk_amz,1,281368
trms_za_ari_nsrconcessions_abuse_wrk_amz,2,401202
trms_za_ari_email_suspect_abuse_wrk_amz,1,139678
trms_nl_ari_email_suspect_abuse_wrk_amz,240,408202
trms_nl_ari_acclinkageinvestigation_wrk_amz,114,355759
trms_nl_ari_dnr_concessions_abuse_wrk_amz,107,403276
trms_nl_ari_mfnegregious_wrk_amz,45,1104460
trms_nl_ari_concessionsabuse_flrreferrals_wrk_amz,34,185203
trms_nl_ari_email_arm_appeals_wrk_amz,29,120735
trms_nl_pi_ari_claims_atoz_ari_abuse_abc_wrk_amz,18,62564
trms_nl_ari_nsrsou_wrk_amz,10,176357
trms_nl_ari_email_maa_emails_wrk_amz,8,118251
trms_nl_ari_buyer_claims_abuse_wrk_amz,7,317715
trms_nl_ari_email_ofm_wrk_amz,7,68313
trms_nl_ari_mdr_acc_investigation_bau_wrk_amz,7,917063
trms_nl_ari_email_ari_esc_wrk_amz,6,320594
trms_nl_ari_email_neat_wrk_amz,6,43093
trms_nl_ari_in_transit_wrk_amz,6,366672
trms_nl_ari_mdr_cg_wrk_amz,5,2661135
trms_nl_ari_psi_transfer_concession_level_wrk_amz,5,2476949
trms_nl_ari_concessionsabuserr_wrk_amz,4,122923
trms_nl_ari_afnrefundapproval_wrk_amz,3,14761
trms_nl_ari_email_contra_ari_wrk_amz,3,48373
trms_nl_ari_email_dnr_emails_wrk_amz,3,91718
trms_nl_ari_high_risk_accinvestigation_wrk_amz,2,211124
trms_nl_ari_afnhighriskrefundapproval_wrk_amz,1,42187
trms_nl_ari_email_ari_rcr_wrk_amz,1,37455
trms_nl_ari_email_buyer_claims_wrk_amz,1,68100
trms_nl_ari_nsr_concessions_abuse_wrk_amz,1,173460
trms_pl_ari_email_suspect_abuse_wrk_amz,172,406515
trms_pl_ari_account_link_age_investigation_wrk_amz,81,355629
trms_pl_ari_email_arm_appeals_wrk_amz,69,126659
trms_pl_ari_nsr_concessions_abuse_wrk_amz,46,405036
trms_pl_ari_concessionsabuse_flrreferrals_wrk_amz,24,185563
trms_pl_ari_buyer_claims_abuse_wrk_amz,23,400522
trms_pl_ari_mfnegregious_wrk_amz,23,1104162
trms_pl_ari_mdr_acc_investigation_bau_wrk_amz,14,996142
trms_pl_ari_email_maa_emails_wrk_amz,13,112556
trms_pl_ari_in_transit_wrk_amz,12,398537
trms_pl_ari_nsrsou_wrk_amz,12,176357
trms_pl_ari_dnr_concessions_abuse_wrk_amz,10,398093
trms_pl_pi_ari_claims_atoz_ari_abuse_abc_wrk_amz,7,44589
trms_pl_ari_afnhighriskrefundapproval_wrk_amz,6,38598
trms_pl_ari_email_ofm_wrk_amz,5,64404
trms_pl_ari_email_contra_ari_wrk_amz,4,64202
trms_pl_ari_concessionsabuserr_wrk_amz,3,122921
trms_pl_ari_email_qla_wrk_amz,2,15505
trms_pl_ari_high_risk_accinvestigation_wrk_amz,1,267812
trms_pl_ari_psi_transfer_concession_level_wrk_amz,1,2633085
trms_in_ari_concessionsabusecaprrreferrals_wrk_amz,6051,234824
trms_in_ari_concessions_abuse_pre_returns_referrals_wrk_amz,5829,238296
trms_in_ari_concessionsabusecapdnrreferrals_wrk_amz,3508,234878
trms_in_ari_concession_abuse_cap_mdr_referrals_wrk_amz,3080,234876
trms_in_ari_in_transit_wrk_amz,1482,405144
trms_in_ari_acclinkageinvestigation_wrk_amz,1015,355485
trms_in_ari_email_ofm_wrk_amz,750,83230
trms_in_ari_dnr_concessions_abuse_wrk_amz,546,404487
trms_in_ari_mfnegregious_wrk_amz,463,1104585
trms_in_ari_email_contra_ari_wrk_amz,201,84542
trms_in_ari_email_ari_esc_wrk_amz,90,385378
trms_in_ari_b2b_concessionsabuse_wrk_amz,81,2855201
trms_in_ari_email_arm_appeals_wrk_amz,73,63444
trms_in_ari_email_ari_rcr_wrk_amz,71,37289
trms_in_ari_email_buyer_returns_wrk_amz,71,81359
trms_in_ari_email_neat_wrk_amz,55,79561
trms_in_ari_f3concessionsabuse_wrk_amz,41,137840
trms_in_ari_email_dnr_emails_wrk_amz,24,82258
trms_in_amazonpay_email_cashload_abuse_wrk_amz,10,4642236
trms_in_ari_concessionsabusecapfreshreferrals_wrk_amz,8,23849
trms_in_ari_concessionsabusecaprwpreferrals_wrk_amz,8,10060
trms_in_pi_ari_claims_atoz_ari_abuse_abc_wrk_amz,3,22573
trms_in_ari_email_slp_referral_wrk_amz,2,4546796
trms_in_email_ari_lastword_wrk_amz,2,77190
trms_in_ari_email_in_email_spam_wrk_amz,1,72367
trms_in_ari_email_qla_wrk_amz,1,12562
trms_in_ari_psi_transfer_acc_level_wrk_amz,1,439296
trms_se_ari_email_suspect_abuse_wrk_amz,107,409235
trms_se_ari_acclinkageinvestigation_wrk_amz,49,356260
trms_se_ari_nsr_concessions_abuse_wrk_amz,35,402459
trms_se_ari_buyer_claims_abuse_wrk_amz,28,402745
trms_se_ari_dnr_concessions_abuse_wrk_amz,23,400590
trms_se_ari_mfnegregious_wrk_amz,19,1104487
trms_se_ari_concessionsabuse_flrreferrals_wrk_amz,14,184583
trms_se_ari_mdr_acc_investigation_bau_wrk_amz,10,917775
trms_se_pi_ari_claims_atoz_ari_abuse_abc_wrk_amz,10,62169
trms_se_ari_email_arm_appeals_wrk_amz,5,101915
trms_se_ari_nsrsou_wrk_amz,5,176355
trms_se_ari_in_transit_wrk_amz,4,317367
trms_se_ari_afnrrefundapproval_wrk_amz,3,896632
trms_se_ari_email_ofm_wrk_amz,3,62076
trms_se_ari_email_maa_emails_wrk_amz,2,60820
trms_se_ari_email_dnr_emails_wrk_amz,1,9363
trms_se_ari_high_risk_accinvestigation_wrk_amz,1,111792
trms_se_ari_mdr_cg_wrk_amz,1,149536
trms_se_ari_psi_transfer_concession_level_wrk_amz,1,3483663
trms_tr_ari_acclinkageinvestigation_wrk_amz,142,356199
trms_tr_ari_email_suspect_abuse_wrk_amz,137,413009
trms_tr_ari_mfnegregious_wrk_amz,48,1104314
trms_tr_ari_email_ofm_wrk_amz,43,95516
trms_tr_ari_email_contra_ari_wrk_amz,34,97790
trms_tr_ari_dnr_concessions_abuse_wrk_amz,27,404022
trms_tr_pi_ari_claims_atoz_ari_abuse_abc_wrk_amz,18,62491
trms_tr_ari_concessionsabuse_flrreferrals_wrk_amz,15,184763
trms_tr_ari_concessionsabuserr_wrk_amz,9,378824
trms_tr_ari_buyer_claims_abuse_wrk_amz,7,61621
trms_tr_ari_email_arm_appeals_wrk_amz,7,108780
trms_tr_ari_email_ari_esc_wrk_amz,3,308883
trms_tr_ari_email_maa_emails_wrk_amz,3,31649
trms_tr_ari_in_transit_wrk_amz,3,362358
trms_tr_ari_mdr_cg_wrk_amz,2,2697677
trms_tr_ari_email_ari_rcr_wrk_amz,1,21135
trms_tr_ari_email_dnr_emails_wrk_amz,1,50602
trms_tr_ari_email_qla_wrk_amz,1,13884
trms_tr_ari_psi_transfer_concession_level_wrk_amz,1,2037845

